0;0,032152
1;0,040054
1;0,047816
1;0,054460
1;0,059429
1;0,062743
1;0,064775
1;0,065955
1;0,066618
1;0,066983
1;0,067181
1;0,067287
1;0,067342
1;0,067369
2;0,067380
2;0,067383
2;0,067382
2;0,067377
2;0,067371
2;0,067364
2;0,067356
2;0,067348
2;0,067340
2;0,067331
2;0,067322
2;0,067313
2;0,067304
2;0,067294
3;0,067284
3;0,067274
3;0,067264
3;0,067253
3;0,067242
3;0,067231
3;0,067219
3;0,067207
3;0,067195
3;0,067182
3;0,067169
3;0,067155
3;0,067141
3;0,067126
3;0,067110
3;0,067094
3;0,067078
4;0,067060
4;0,067042
4;0,067023
4;0,067004
4;0,066983
4;0,066962
4;0,066940
4;0,066916
4;0,066892
4;0,066867
4;0,066840
4;0,066813
4;0,066784
4;0,066753
4;0,066721
4;0,066688
4;0,066653
4;0,066617
4;0,066579
5;0,066539
5;0,066497
5;0,066453
5;0,066407
5;0,066359
5;0,066308
5;0,066255
5;0,066199
5;0,066141
5;0,066080
5;0,066016
5;0,065948
5;0,065877
5;0,065803
5;0,065726
5;0,065644
5;0,065558
5;0,065469
5;0,065375
5;0,065276
5;0,065172
5;0,065064
5;0,064950
5;0,064831
5;0,064706
5;0,064575
5;0,064438
5;0,064295
5;0,064145
5;0,063987
5;0,063823
5;0,063651
6;0,063472
6;0,063284
6;0,063088
6;0,062883
6;0,062670
6;0,062447
6;0,062215
6;0,061973
6;0,061722
6;0,061460
6;0,061187
6;0,060904
6;0,060609
6;0,060304
6;0,059986
6;0,059657
6;0,059316
6;0,058963
6;0,058597
6;0,058218
6;0,057827
6;0,057422
6;0,057004
6;0,056573
6;0,056128
6;0,055669
6;0,055196
6;0,054709
6;0,054208
6;0,053692
6;0,053162
6;0,052617
6;0,052058
6;0,051485
6;0,050896
6;0,050294
6;0,049677
6;0,049045
7;0,048400
7;0,047741
7;0,047068
7;0,046382
7;0,045683
7;0,044972
7;0,044249
7;0,043514
7;0,042769
7;0,042015
7;0,041250
7;0,040478
7;0,039698
7;0,038912
7;0,038120
7;0,037323
7;0,036523
7;0,035720
7;0,034916
7;0,034112
7;0,033308
7;0,032507
7;0,031708
7;0,030913
7;0,030123
7;0,029340
7;0,028563
7;0,027795
7;0,027035
7;0,026286
7;0,025546
7;0,024818
7;0,024102
7;0,023398
7;0,022708
7;0,022031
7;0,021368
7;0,020719
7;0,020085
9;0,019465
9;0,018861
9;0,018271
9;0,017697
9;0,017139
9;0,016595
9;0,016067
9;0,015553
9;0,015055
9;0,014572
9;0,014103
9;0,013648
9;0,013208
9;0,012782
9;0,012369
9;0,011970
9;0,011584
9;0,011210
9;0,010850
9;0,010501
9;0,010164
9;0,009839
9;0,009524
9;0,009221
9;0,008928
9;0,008646
9;0,008373
9;0,008110
9;0,007856
9;0,007611
9;0,007375
9;0,007147
9;0,006927
9;0,006715
9;0,006511
9;0,006313
9;0,006123
9;0,005939
9;0,005762
9;0,005591
9;0,005427
9;0,005268
9;0,005114
9;0,004966
9;0,004823
9;0,004685
9;0,004552
9;0,004423
9;0,004299
9;0,004179
9;0,004063
9;0,003952
9;0,003844
10;0,003739
10;0,003638
10;0,003541
10;0,003447
10;0,003356
10;0,003268
10;0,003182
10;0,003100
10;0,003020
10;0,002943
10;0,002869
10;0,002796
10;0,002727
10;0,002659
10;0,002593
10;0,002530
10;0,002468
10;0,002409
10;0,002351
10;0,002295
10;0,002241
10;0,002189
10;0,002138
10;0,002088
10;0,002040
10;0,001994
10;0,001949
10;0,001905
10;0,001862
10;0,001821
10;0,001781
10;0,001742
10;0,001704
10;0,001667
10;0,001632
10;0,001597
10;0,001563
10;0,001531
10;0,001499
10;0,001468
10;0,001437
10;0,001408
10;0,001380
10;0,001352
10;0,001325
10;0,001299
10;0,001273
10;0,001248
10;0,001224
10;0,001200
10;0,001177
10;0,001155
10;0,001133
10;0,001111
10;0,001091
10;0,001070
10;0,001051
10;0,001031
10;0,001012
10;0,000994
10;0,000976
10;0,000959
10;0,000942
10;0,000925
10;0,000909
10;0,000893
10;0,000878
10;0,000862
10;0,000848
10;0,000833
10;0,000819
10;0,000805
10;0,000792
10;0,000779
10;0,000766
10;0,000753
10;0,000741
10;0,000729
10;0,000717
10;0,000706
10;0,000695
10;0,000684
10;0,000673
10;0,000662
10;0,000652
10;0,000642
10;0,000632
10;0,000623
10;0,000613
10;0,000604
10;0,000595
10;0,000586
10;0,000577
10;0,000569
10;0,000560
10;0,000552
10;0,000544
10;0,000536
10;0,000529
10;0,000521
10;0,000514
10;0,000506
10;0,000499
10;0,000492
10;0,000485
10;0,000479
10;0,000472
10;0,000466
10;0,000459
10;0,000453
10;0,000447
10;0,000441
10;0,000435
10;0,000429
10;0,000424
10;0,000418
10;0,000413
11;0,000407
11;0,000402
11;0,000397
11;0,000392
11;0,000387
11;0,000382
11;0,000377
11;0,000372
11;0,000368
11;0,000363
11;0,000359
11;0,000354
11;0,000350
11;0,000346
11;0,000341
11;0,000337
11;0,000333
11;0,000329
11;0,000325
11;0,000322
11;0,000318
11;0,000314
11;0,000310
11;0,000307
11;0,000303
11;0,000300
11;0,000296
11;0,000293
11;0,000290
11;0,000286
11;0,000283
11;0,000280
11;0,000277
11;0,000274
11;0,000271
11;0,000268
11;0,000265
11;0,000262
11;0,000259
11;0,000256
11;0,000254
11;0,000251
11;0,000248
11;0,000246
11;0,000243
11;0,000240
11;0,000238
11;0,000235
11;0,000233
11;0,000231
11;0,000228
11;0,000226
11;0,000224
11;0,000221
11;0,000219
11;0,000217
11;0,000215
11;0,000212
11;0,000210
11;0,000208
11;0,000206
11;0,000204
11;0,000202
11;0,000200
11;0,000198
11;0,000196
11;0,000194
11;0,000193
11;0,000191
11;0,000189
11;0,000187
11;0,000185
11;0,000184
11;0,000182
11;0,000180
11;0,000178
11;0,000177
11;0,000175
11;0,000174
11;0,000172
11;0,000170
11;0,000169
11;0,000167
11;0,000166
11;0,000164
11;0,000163
11;0,000161
11;0,000160
11;0,000159
11;0,000157
11;0,000156
11;0,000154
11;0,000153
11;0,000152
11;0,000150
11;0,000149
11;0,000148
11;0,000147
11;0,000145
11;0,000144
11;0,000143
11;0,000142
11;0,000140
11;0,000139
11;0,000138
11;0,000137
11;0,000136
11;0,000135
11;0,000134
11;0,000132
11;0,000131
11;0,000130
11;0,000129
11;0,000128
12;0,000127
12;0,000126
12;0,000125
12;0,000124
12;0,000123
12;0,000122
12;0,000121
12;0,000120
12;0,000119
12;0,000118
12;0,000117
12;0,000117
12;0,000116
12;0,000115
12;0,000114
12;0,000113
12;0,000112
12;0,000111
12;0,000110
12;0,000110
12;0,000109
12;0,000108
12;0,000107
12;0,000106
12;0,000106
12;0,000105
12;0,000104
12;0,000103
12;0,000102
12;0,000102
12;0,000101
12;0,000100
12;0,000099
12;0,000099
12;0,000098
12;0,000097
12;0,000097
12;0,000096
12;0,000095
12;0,000095
12;0,000094
12;0,000093
12;0,000093
12;0,000092
12;0,000091
12;0,000091
12;0,000090
12;0,000089
12;0,000089
12;0,000088
12;0,000088
12;0,000087
12;0,000086
12;0,000086
12;0,000085
12;0,000085
12;0,000084
12;0,000083
12;0,000083
12;0,000082
12;0,000082
12;0,000081
12;0,000081
12;0,000080
12;0,000080
12;0,000079
12;0,000079
12;0,000078
12;0,000078
12;0,000077
12;0,000077
12;0,000076
12;0,000076
12;0,000075
12;0,000075
12;0,000074
12;0,000074
12;0,000073
12;0,000073
12;0,000072
12;0,000072
12;0,000071
12;0,000071
12;0,000070
12;0,000070
12;0,000070
12;0,000069
13;0,000069
13;0,000068
13;0,000068
13;0,000067
13;0,000067
13;0,000067
13;0,000066
13;0,000066
13;0,000065
13;0,000065
13;0,000065
13;0,000064
13;0,000064
13;0,000063
13;0,000063
13;0,000063
13;0,000062
13;0,000062
13;0,000062
13;0,000061
13;0,000061
13;0,000061
13;0,000060
13;0,000060
13;0,000059
13;0,000059
13;0,000059
13;0,000058
13;0,000058
13;0,000058
13;0,000057
13;0,000057
13;0,000057
13;0,000056
13;0,000056
13;0,000056
13;0,000055
13;0,000055
13;0,000055
13;0,000055
13;0,000054
13;0,000054
13;0,000054
13;0,000053
13;0,000053
13;0,000053
13;0,000052
13;0,000052
13;0,000052
13;0,000052
13;0,000051
13;0,000051
13;0,000051
13;0,000050
13;0,000050
13;0,000050
13;0,000050
13;0,000049
13;0,000049
13;0,000049
13;0,000049
13;0,000048
13;0,000048
13;0,000048
13;0,000048
13;0,000047
13;0,000047
13;0,000047
13;0,000047
13;0,000046
13;0,000046
13;0,000046
13;0,000046
13;0,000045
13;0,000045
13;0,000045
13;0,000045
13;0,000044
13;0,000044
13;0,000044
13;0,000044
13;0,000044
13;0,000043
13;0,000043
13;0,000043
13;0,000043
13;0,000042
14;0,000042
14;0,000042
14;0,000042
14;0,000042
14;0,000041
14;0,000041
14;0,000041
14;0,000041
14;0,000041
